date,description,category,amount
2022-05-24,Day down fine rest husband.,Other,3067.68
2023-07-02,Certainly race who three your.,Other,4969.0
2023-03-01,Place while can.,Utilities,1830.57
2023-12-21,Computer collection lead a.,Food,4892.68
2023-10-19,Result enjoy including agent.,Subscriptions,555.96
2023-04-27,Eight best agree drop.,Billbox,3285.68
2024-02-21,Each get just including model perhaps.,Entertainment,3310.08
2024-03-29,Focus under and.,Transportation,1782.47
2024-02-05,Company body next task success million.,Food,2210.83
2023-10-15,Court data certainly statement lay.,Subscriptions,3642.12
2023-04-19,Choice bring offer management lose.,Other,1219.53
2022-11-14,Size decision water every issue enough.,Entertainment,4940.06
2024-01-04,Democrat among our.,Personal Care,1402.52
2022-09-13,Arrive resource already market husband page.,Personal Care,3179.08
2024-02-07,Camera including serious care.,Transportation,4959.59
2023-11-09,Produce boy board bring.,Utilities,329.75
2023-09-14,Century before not.,Subscriptions,4851.22
2022-08-22,Own civil beyond member.,Billbox,4807.12
2022-09-20,Six glass bad skill.,Shopping,2687.97
2023-10-07,Your glass small discover.,Personal Care,1058.45
2023-04-02,Only thus second food hear.,Other,646.95
2023-12-18,Truth financial debate especially either realize.,Personal Care,3688.75
2023-01-06,Long maintain dark.,Utilities,3518.51
2023-07-09,Music face alone people.,Other,2583.68
2024-05-04,Often air art wind.,Subscriptions,1405.73
2022-08-14,Use everybody focus born begin too society.,Entertainment,4633.23
2023-12-19,Nothing program east member case.,Other,2031.05
2024-03-23,Really evening appear him.,Billbox,1303.66
2022-12-02,Before sport popular fund.,Other,4234.82
2022-11-23,Figure explain customer.,Personal Care,2659.13
2022-12-25,Its others newspaper maintain discussion.,Billbox,1957.71
2024-03-05,Ok western care time.,Entertainment,4820.13
2023-05-12,Performance game nature.,Food,683.57
2022-08-21,Themselves again standard public history reveal.,Shopping,2043.94
2023-07-27,Idea suddenly management ability.,Personal Care,1640.73
2023-08-25,Bank expect billion identify claim throw.,Entertainment,1890.71
2022-09-29,Pretty answer it resource task really.,Other,4073.94
2024-02-07,Forget its early side lawyer.,Utilities,2007.95
2023-07-15,Least four peace again near.,Personal Care,1068.73
2023-03-05,My meet from.,Utilities,4438.33
2024-02-11,Daughter gas culture must blood write.,Shopping,4659.67
2022-06-28,Dog treat huge develop them own.,Transportation,3800.09
2023-10-13,Win sit admit agent.,Billbox,636.55
2023-03-14,Change ready someone mention want religious.,Utilities,1717.12
2024-04-24,Author require soldier.,Billbox,2659.82
2023-01-21,Job particularly important commercial at.,Personal Care,4637.84
2022-08-20,Evidence successful art Congress majority if.,Billbox,2084.51
2023-07-19,Upon attention food thought whole network.,Entertainment,4625.21
2022-08-12,Must decide indicate firm receive.,Entertainment,3519.54
2023-09-06,Fall reach culture mother.,Personal Care,696.55
2022-07-22,Affect friend thought scientist.,Personal Care,2492.98
2022-12-21,Film view data physical set institution.,Entertainment,953.06
2022-09-09,Vote candidate miss step off.,Food,2161.63
2023-04-14,Space over adult hot hour.,Food,1379.83
2023-09-26,Yeah nature ready can statement.,Utilities,2073.71
2023-10-02,Than yes protect.,Other,4178.29
2023-01-19,Education source everything her.,Food,3103.39
2023-07-07,President million parent our.,Food,4265.81
2022-11-21,Start miss international.,Personal Care,4407.32
2023-06-06,Project between knowledge.,Personal Care,1328.7
2023-07-09,Here recent glass question.,Other,398.2
2024-03-05,Against type notice think trouble.,Subscriptions,930.32
2023-01-09,Hair minute administration.,Other,4171.26
2022-06-19,Write sell method office.,Entertainment,4172.24
2023-05-22,Article more not building.,Food,2703.95
2022-07-04,Debate focus camera forward herself particularly.,Transportation,752.67
2023-06-29,Many reason ask occur financial.,Billbox,3171.16
2022-09-25,Customer collection glass tell radio during.,Food,905.34
2022-08-19,Happy teacher scientist agreement strategy.,Personal Care,279.89
2023-01-23,During leader bag.,Subscriptions,103.22
2022-09-08,Entire relate toward lay per.,Other,1229.87
2024-03-07,Require realize reduce fish.,Utilities,2770.64
2023-08-10,Drop particularly represent foot.,Transportation,4035.27
2022-05-11,Get allow laugh special.,Food,4464.04
2024-02-01,High life source word trouble issue.,Other,3150.16
2023-03-25,Vote nothing boy pick high.,Other,1012.16
2023-06-16,Always simple career food.,Other,4647.26
2022-08-17,Plan dream state yourself mean.,Shopping,254.54
2023-11-14,Reality possible notice.,Entertainment,338.27
2022-07-10,Special claim toward foreign almost.,Personal Care,3525.62
2023-12-23,Magazine mind there create.,Utilities,1924.95
2023-06-18,Country far offer campaign.,Entertainment,2185.45
2022-08-15,Agreement standard second social up southern.,Entertainment,1940.11
2022-10-07,She Democrat wind improve wish where.,Billbox,2388.61
2022-09-14,Fine return both religious speak consumer.,Shopping,2290.84
2023-08-31,Officer or item bank probably I.,Food,4133.26
2023-10-02,Mr light course total.,Food,1219.49
2024-04-09,Cover ability low design today.,Transportation,4800.63
2022-09-24,And air where.,Shopping,3920.07
2022-12-28,Yard allow dream job pass.,Entertainment,1336.85
2023-11-28,Reduce blood attorney economy song enjoy.,Subscriptions,415.29
2023-09-17,Season west themselves.,Billbox,1358.81
2023-12-14,Sound dog fast require evening miss.,Personal Care,3854.79
2022-11-04,Senior outside enough family just seat.,Entertainment,3552.23
2022-12-10,Level long story stand American.,Personal Care,1771.59
2024-04-09,Fund about list travel.,Other,2299.22
2022-11-22,Blue detail computer feeling.,Subscriptions,1070.1
2023-12-21,Do because film word occur.,Transportation,2023.35
2024-02-07,Call property these safe.,Utilities,3229.82
2022-07-07,Treatment mouth miss number environment.,Subscriptions,3529.95
2023-09-05,Necessary must mind upon.,Transportation,2686.33
2022-10-11,Professor commercial foot baby both either.,Transportation,1304.45
2022-10-28,Consumer theory company defense system begin.,Billbox,26.53
2023-01-14,Various manage attack authority resource appear.,Food,2162.43
2023-07-30,Open six street expert traditional.,Personal Care,1608.55
2023-12-24,Hand other with answer.,Transportation,2661.34
2022-12-26,Defense sign town dog population.,Entertainment,970.7
2024-04-14,Skin drug mouth begin decide.,Shopping,1533.53
2024-01-23,Nothing before learn but.,Entertainment,3763.96
2022-07-28,Center physical part pattern happy drop.,Shopping,532.86
2023-05-08,Pass free agree place be.,Personal Care,39.92
2022-11-20,Effect cold behind.,Entertainment,2457.66
2023-03-03,Business ago sense hit certainly.,Other,1974.0
2023-08-12,Must themselves mouth yard all.,Other,4267.4
2022-12-19,Leave participant involve.,Other,4270.86
2022-06-23,Safe spend Mr between time response.,Utilities,2386.33
2023-10-15,Let season kitchen.,Food,3247.11
2024-04-09,Compare power nice threat.,Other,3595.55
2023-04-03,He hit hard present.,Personal Care,2362.17
2023-03-08,Outside travel lot.,Entertainment,4499.5
2022-11-15,Treat benefit well call.,Other,494.51
2023-08-27,After after worker know change.,Food,1415.16
2023-03-03,Ability deep everybody one democratic recognize.,Entertainment,2470.0
2023-10-24,Window thought focus field.,Transportation,1337.03
2023-10-16,Prevent take generation project particularly they.,Entertainment,4690.8
2022-05-07,Enjoy know set.,Entertainment,3252.3
2023-05-04,Good according almost rather lay.,Utilities,1835.22
2023-03-21,Beyond possible and week each.,Food,2781.39
2023-11-04,Different small threat relate significant news.,Food,2141.49
2022-09-03,School my Republican song enough.,Billbox,310.57
2023-09-03,Leave dream when you why eight.,Transportation,4309.71
2022-09-29,Born voice continue key pattern.,Transportation,3100.63
2022-10-18,Thank peace save.,Shopping,246.5
2022-08-01,Vote down education nearly.,Transportation,4278.49
2024-04-20,Anyone four kitchen across.,Transportation,3361.83
2024-03-03,Around send have rock still.,Other,1689.87
2022-08-15,Expect environment according campaign.,Billbox,793.98
2022-10-29,Business bit food.,Transportation,842.71
2023-03-31,Charge wish someone difference policy.,Utilities,2732.35
2024-02-27,Cup front fill.,Subscriptions,3561.56
2024-03-27,Knowledge number upon better study.,Other,91.33
2024-02-20,Summer anyone find source.,Other,2590.2
2023-11-30,Have both visit million stock.,Subscriptions,1653.14
2023-10-17,Eight south sister travel high.,Transportation,4834.84
2023-05-25,Visit cultural send American care yard.,Transportation,466.85
2022-09-09,Issue want box ever order.,Billbox,3973.19
2023-12-25,Listen nature report.,Subscriptions,3285.87
2022-12-14,Response blue itself manage week.,Billbox,4516.42
2024-04-08,Free reflect Congress recently something.,Transportation,231.08
2023-01-21,Civil discover population mother.,Utilities,3582.2
2022-07-29,Else guess effort agree.,Food,111.16
2023-07-22,Health issue hold remain.,Shopping,745.5
2023-08-14,Up popular southern when ever reality.,Food,2333.87
2022-12-06,Along around single treatment probably evening.,Shopping,4749.25
2023-12-01,Among piece summer experience another.,Utilities,3662.43
2023-09-01,Approach thousand make article study home.,Billbox,3419.11
2022-06-17,Measure analysis training amount son.,Shopping,1689.26
2023-10-13,Institution cost tree her occur.,Other,4090.46
2023-10-21,Child husband experience.,Personal Care,2105.07
2023-04-18,Become table evening.,Food,3437.62
2022-09-06,Class my trouble first against.,Subscriptions,3436.78
2023-12-04,Reveal above admit generation parent.,Entertainment,3560.41
2022-09-10,Year individual environment receive.,Entertainment,272.01
2022-11-04,Moment strong design state.,Subscriptions,1650.17
2024-04-21,Hear reach as test.,Subscriptions,4139.45
2022-05-18,Probably then sister together.,Food,1968.19
2022-05-19,Discover staff high increase explain.,Entertainment,2429.44
2023-12-17,Hair wall would.,Utilities,4941.32
2023-05-12,Find leader operation tend.,Entertainment,667.26
2023-03-19,Activity hotel house.,Other,2602.45
2023-04-16,City everyone prepare.,Food,921.99
2022-08-21,Off politics build rate.,Subscriptions,3763.6
2022-08-25,Campaign view both tonight walk.,Shopping,109.84
2022-07-17,Part those around poor bar.,Entertainment,100.25
2022-12-23,Wish spend true become.,Utilities,778.48
2022-05-12,Security fine foot blood myself.,Other,4143.33
2023-06-03,Street reason strategy paper.,Utilities,352.99
2023-06-11,City citizen identify show.,Personal Care,4931.75
2024-04-18,Tree method argue space.,Other,2825.88
2024-03-26,Last central international shoulder.,Personal Care,3492.47
2024-03-31,State protect pull not involve set.,Subscriptions,275.17
2023-07-16,Three perhaps nature.,Entertainment,3670.13
2024-01-11,Food forget agree quite.,Subscriptions,1713.01
2022-07-14,Of pass sort.,Subscriptions,4821.63
2023-08-29,Authority share production future.,Other,452.92
2023-06-01,Film indicate not.,Shopping,3690.77
2023-05-14,Now candidate clear.,Food,4918.43
2022-06-20,Performance expect deal say federal.,Utilities,433.32
2023-04-09,Police election different great.,Food,2936.15
2023-07-30,Job say remain impact painting five.,Food,1084.27
2022-08-28,Its experience defense product either.,Food,425.52
2023-06-28,Camera note including.,Utilities,2963.06
2023-06-23,Skill degree cold.,Other,2302.34
2023-06-29,Song prove send eat trial his.,Food,273.76
2023-09-11,Five course attorney present find.,Personal Care,1899.28
2022-12-21,Born future race edge but.,Utilities,286.66
2024-02-04,End figure main.,Food,3985.4
2023-07-13,Prove war be under series behavior.,Subscriptions,4971.84
2023-10-15,Tax control all firm.,Personal Care,1439.63
2023-01-06,Long shake clearly human may.,Shopping,3754.13
2024-04-23,System herself build so may.,Billbox,895.48
2022-05-06,The hand ready marriage.,Other,2669.38
2022-11-22,Study soldier always have.,Utilities,1846.53
2023-03-03,Provide market reduce exactly conference.,Entertainment,566.21
2024-01-08,A chance memory leader.,Food,2749.76
2023-09-08,Certainly federal change time.,Personal Care,433.49
2022-10-30,Agent born inside.,Food,1106.69
2023-08-31,Financial someone during run we.,Other,4992.67
2024-04-13,Go green drop a task three.,Food,1515.01
2023-04-28,Ago pretty fund employee.,Shopping,4412.48
2022-07-04,Student might Mrs source.,Transportation,3476.21
2023-04-05,Including baby glass investment score.,Shopping,384.44
2022-08-11,What trip up.,Entertainment,3173.01
2024-02-23,Or effect two thank church.,Shopping,4142.88
2023-05-27,A thousand firm beyond.,Food,3104.13
2023-05-22,Writer house yet.,Subscriptions,2791.56
2023-03-24,Trial source remain two stop next.,Entertainment,3882.2
2023-08-17,Perform let everyone.,Food,2175.92
2022-11-17,Machine sometimes season institution be art.,Transportation,3070.84
2022-06-18,Apply professor institution education high my.,Other,3325.16
2023-05-23,Together think lead customer collection.,Transportation,81.16
2024-04-08,Who many between.,Utilities,4211.79
2023-04-30,Can enter scene.,Shopping,570.91
2023-06-24,Good involve green chair war.,Shopping,4432.69
2023-05-25,Wear evening vote.,Billbox,787.63
2024-02-03,Who receive person company.,Transportation,4383.75
2023-07-03,Least back can.,Utilities,3359.59
2024-02-08,Cell doctor wish woman.,Food,2993.56
2022-08-17,Environmental born turn report amount since.,Subscriptions,1566.52
2023-10-07,Dog focus simple success kitchen.,Transportation,4392.41
2024-02-10,Certain total benefit.,Transportation,3354.01
2024-01-09,Maintain impact fall total standard.,Shopping,2364.64
2022-05-08,Power exist local concern mention.,Shopping,3478.24
2022-05-27,Arm over table opportunity.,Billbox,2315.59
2023-01-08,Expect where out eight yourself too.,Utilities,1482.81
2022-06-08,Interview talk sort.,Shopping,101.86
2023-12-13,Feel seek plant world.,Subscriptions,3176.5
2022-09-16,Suggest song fly feeling across safe.,Entertainment,327.49
